[200~"id","x_coordinate","y_coordinate","tribe_id","village_id","village_name","player_id","player_name","alliance_id","alliance_tag","population","region","capital","city","harbor","victory_points"
81950,-55,-4,1,18630,"Tro1’s landsby",1428,"Tro1",0,"",8,NULL,True,NULL,NULL,NULL
81960,-45,-4,3,18085,"Undead Burg",850,"Excalibur",10,"Loyal",434,NULL,True,NULL,NULL,NULL
81963,-42,-4,5,17902,"Natars -42|-4",1,"Natars",0,"",59,NULL,False,NULL,NULL,NULL
81964,-41,-4,1,21477,"New village",352,"Narkar",14,"2ndB",169,NULL,False,NULL,NULL,NULL
81966,-39,-4,1,17747,"Midnight""s village",496,"Midnight",10,"Loyal",303,NULL,False,NULL,NULL,NULL
82010,5,-4,5,11,"WW Village",1,"Natars",0,"",238,NULL,False,NULL,NULL,NULL
82061,56,-4,5,18709,"Natars 56|-4",1,"Natars",0,"",96,NULL,False,NULL,NULL,NULL
82065,60,-4,5,18877,"Natars 60|-4",1,"Natars",0,"",48,NULL,False,NULL,NULL,NULL
82068,63,-4,5,19065,"Natars 63|-4",1,"Natars",0,"",34,NULL,False,NULL,NULL,NULL
82073,68,-4,1,19401,"Aldeia do Fornight",2240,"Fornight",0,"",46,NULL,True,NULL,NULL,NULL
82075,70,-4,1,19512,"zaxke""s by",2363,"zaxke",0,"",35,NULL,True,NULL,NULL,NULL
82078,73,-4,5,19654,"Natars 73|-4",1,"Natars",0,"",48,NULL,False,NULL,NULL,NULL
82083,78,-4,1,20046,"COQUIMBO",2960,"Magnifik",0,"",238,NULL,True,NULL,NULL,NULL
82087,82,-4,3,20709,"Ilium",3366,"Avleek",0,"",10,NULL,True,NULL,NULL,NULL
82090,85,-4,3,21378,"elvang""s village",3668,"elvang",0,"",12,NULL,True,NULL,NULL,NULL
82270,-136,-5,3,21451,"New village",1589,"GreatReset",1,"CONS",211,NULL,False,NULL,NULL,NULL
82322,-84,-5,1,21083,"Hilltop",3547,"The_Duke99",0,"",165,NULL,True,NULL,NULL,NULL
82338,-68,-5,2,19389,"AldreeJunqueira",2227,"AldreeJunqueira",0,"",130,NULL,True,NULL,NULL,NULL
82344,-62,-5,1,19008,"noone22""s village",1780,"noone22",0,"",28,NULL,True,NULL,NULL,NULL
82349,-57,-5,1,18733,"01 Docki",1532,"Docki",14,"2ndB",445,NULL,True,NULL,NULL,NULL
82354,-52,-5,3,18435,"Brennus""s village",1218,"Brennus",0,"",8,NULL,True,NULL,NULL,NULL
82360,-46,-5,1,18120,"nox""s village",899,"nox",0,"",8,NULL,True,NULL,NULL,NULL
82362,-44,-5,3,18022,"jomassos""s village",774,"jomassos",0,"",22,NULL,True,NULL,NULL,NULL
82363,-43,-5,3,20361,"PRIMEAL FEAR",637,"WHITE RAT",26,"DinDP",225,NULL,True,NULL,NULL,NULL
82364,-42,-5,1,20166,"01-Barad-dûr",352,"Narkar",14,"2ndB",285,NULL,True,NULL,NULL,NULL
82369,-37,-5,1,17667,"0001",425,"lopol",71,"4Fun",251,NULL,True,NULL,NULL,NULL
82372,-34,-5,2,17520,"Maribor",164,"3mucCEPS",14,"2ndB",477,NULL,False,NULL,NULL,NULL
82375,-31,-5,2,17382,"Cancer",35,"Valentina",26,"DinDP",478,NULL,True,NULL,NULL,NULL
82457,51,-5,3,18419,"tehcentr1",1205,"andron",64,"SD",258,NULL,True,NULL,NULL,NULL
82480,74,-5,1,19681,"00 Origin",2548,"Légolas",6,"LOTR",566,NULL,True,NULL,NULL,NULL
82483,77,-5,1,19967,"cpp""s village",2872,"cpp",0,"",17,NULL,True,NULL,NULL,NULL
82485,79,-5,1,20139,"El Eje del Mal",3046,"Matias Alvarado",0,"",34,NULL,True,NULL,NULL,NULL
82492,86,-5,3,21520,"Aldeia do melampo 1",2828,"melampo",54,"LGFx",3,NULL,False,NULL,NULL,NULL
82725,-82,-6,3,20656,"Aldea de tronco",3336,"tronco",0,"",10,NULL,True,NULL,NULL,NULL
82727,-80,-6,3,20262,"Aldeia do SmaugAM",3135,"SmaugAM",0,"",12,NULL,True,NULL,NULL,NULL
82744,-63,-6,3,19104,"King""s village",1916,"King",0,"",8,NULL,True,NULL,NULL,NULL
82746,-61,-6,3,18963,"çeliktepeli",1763,"çeliktepeli",75,"Esc",322,NULL,True,NULL,NULL,NULL
82757,-50,-6,5,18326,"Natars -50|-6",1,"Natars",0,"",65,NULL,False,NULL,NULL,NULL
82759,-48,-6,3,18257,"0",1016,"W567",0,"",136,NULL,True,NULL,NULL,NULL
82764,-43,-6,3,20387,"قرية جديدة",557,"NAAS",85,"KOH",26,NULL,False,NULL,NULL,NULL
82771,-36,-6,3,17591,"Inicial",331,"Beudos",14,"2ndB",422,NULL,False,NULL,NULL,NULL
82794,-13,-6,1,20214,"000",61,"Pika",10,"Loyal",312,NULL,True,NULL,NULL,NULL
82804,-3,-6,5,12,"WW Village",1,"Natars",0,"",238,NULL,False,NULL,NULL,NULL
82837,30,-6,3,20939,"Not niels",162,"Kwak",19,"X",418,NULL,False,NULL,NULL,NULL
82838,31,-6,5,17379,"Natars 31|-6",1,"Natars",0,"",25,NULL,False,NULL,NULL,NULL
82840,33,-6,2,17480,"01 Melo",71,"melo",84,"KG",283,NULL,True,NULL,NULL,NULL
82847,40,-6,1,17787,"Old Kattegat ⇱⇲",539,"Uhtred",5,"RNG",488,NULL,False,NULL,NULL,NULL
82869,62,-6,5,19035,"Natars 62|-6",1,"Natars",0,"",41,NULL,False,NULL,NULL,NULL
82882,75,-6,3,19802,"Aldeia do gabrieljne",2687,"gabrieljneto",0,"",11,NULL,True,NULL,NULL,NULL
82887,80,-6,1,20301,"01 Seed",2548,"Légolas",6,"LOTR",233,NULL,False,NULL,NULL,NULL
82889,82,-6,1,20708,"Kev""s village",3364,"Kev",0,"",13,NULL,True,NULL,NULL,NULL
82891,84,-6,3,21147,"DaniS1",3572,"DaniS1",0,"",216,NULL,True,NULL,NULL,NULL
83127,-81,-7,1,20431,"Aldeia do ricardo",3221,"ricardo",0,"",9,NULL,True,NULL,NULL,NULL
83130,-78,-7,1,20031,"[01] Carolina",2945,"javi890",0,"",212,NULL,True,NULL,NULL,NULL
83140,-68,-7,1,19387,"Dorf von Shahab",2225,"Shahab",77,"Storm",383,NULL,True,NULL,NULL,NULL
83152,-56,-7,3,21327,"naberssss",1763,"çeliktepeli",75,"Esc",45,NULL,False,NULL,NULL,NULL
83155,-53,-7,3,18513,"Aldeia do AEIOU",1269,"AEIOU",16,"LGF",425,NULL,True,NULL,NULL,NULL
83157,-51,-7,3,18365,"FsN""s village",1149,"FsN",0,"",8,NULL,True,NULL,NULL,NULL
83168,-40,-7,2,17831,"OUTER HEAVEN",572,"M1Ö",0,"",222,NULL,True,NULL,NULL,NULL
83178,-30,-7,1,17376,"JM",143,"josephnat99",0,"",464,NULL,True,NULL,NULL,NULL
83231,23,-7,3,20585,"0",999,"Winra",5,"RNG",209,NULL,False,NULL,NULL,NULL
83250,42,-7,2,17905,"00",663,"Miihfurlan",5,"RNG",295,NULL,True,NULL,NULL,NULL
83259,51,-7,2,18410,"Ass",1195,"Asd3",0,"",123,NULL,True,NULL,NULL,NULL
83263,55,-7,1,18655,"Osada: pawelek791",1446,"pawelek791",0,"",306,NULL,True,NULL,NULL,NULL
83271,63,-7,3,19064,"00 Rhovanion",1871,"Rhovanion",6,"LOTR",431,NULL,True,NULL,NULL,NULL
83287,79,-7,1,20138,"jsa0629""s village",3048,"jsa0629",0,"",11,NULL,True,NULL,NULL,NULL
83291,83,-7,2,20885,"Balcow",3463,"171deco",0,"",14,NULL,True,NULL,NULL,NULL
83352,144,-7,3,21013,"D.X.B",891,"Asdfxx",21,"RyFz",99,NULL,False,NULL,NULL,NULL
83527,-82,-8,3,20654,"Sacora21""s village",3335,"Sacora21",0,"",34,NULL,True,NULL,NULL,NULL
83529,-80,-8,1,20259,"DAJHO",3132,"Dajho",0,"",312,NULL,True,NULL,NULL,NULL
83532,-77,-8,3,19956,"Sindh Village",2859,"spkvijayvv",59,"SH",287,NULL,True,NULL,NULL,NULL
83542,-67,-8,3,19330,"Executor""s village",2163,"Executor",0,"",8,NULL,True,NULL,NULL,NULL
83547,-62,-8,1,21087,"02",2911,"sir mario",2,"Sword",118,NULL,False,NULL,NULL,NULL
83573,-36,-8,2,17663,"botobot""s village",381,"botobot",0,"",252,NULL,True,NULL,NULL,NULL
83575,-34,-8,1,17563,"Градът на fenixa",312,"fenixa",0,"",34,NULL,True,NULL,NULL,NULL
83578,-31,-8,3,17437,"01",57,"Junfer",10,"Loyal",421,NULL,False,NULL,NULL,NULL
83618,9,-8,1,21125,"[01] Naissus",1607,"Zeevkovsky",16,"LGF",171,NULL,True,NULL,NULL,NULL
83638,29,-8,1,17321,"P00 Pale",82,"Violin",6,"LOTR",454,NULL,False,NULL,NULL,NULL
83642,33,-8,5,17479,"Natars 33|-8",1,"Natars",0,"",50,NULL,False,NULL,NULL,NULL
83644,35,-8,5,17543,"Natars 35|-8",1,"Natars",0,"",64,NULL,False,NULL,NULL,NULL
83658,49,-8,1,18339,"Jahana",1116,"kasm02",0,"",99,NULL,True,NULL,NULL,NULL
83678,69,-8,3,19454,"puvit69""s village",2294,"puvit69",0,"",191,NULL,True,NULL,NULL,NULL
83685,76,-8,3,21318,"OXA",2695,"Axomlius",73,"DTEAM",46,NULL,False,NULL,NULL,NULL
83691,82,-8,3,20707,"Aldeia do Metal",3365,"Metal",0,"",17,NULL,True,NULL,NULL,NULL
83925,-85,-9,2,21367,"03 Toy Story",191,"INCREDIBLES",14,"2ndB",261,NULL,False,NULL,NULL,NULL
83932,-78,-9,1,20102,"XD1",3019,"cesitar232598",0,"",182,NULL,True,NULL,NULL,NULL
83941,-69,-9,1,19492,"podkal""s village",2341,"podkal",0,"",20,NULL,True,NULL,NULL,NULL
83944,-66,-9,3,19329,"Terminator""s village",2162,"Terminator",0,"",8,NULL,True,NULL,NULL,NULL
83966,-44,-9,3,18079,"Satul lui Uttar Pradesh",845,"Uttar Pradesh",0,"",8,NULL,True,NULL,NULL,NULL
83968,-42,-9,3,17976,"MimicQueen""s village",699,"MimicQueen",14,"2ndB",443,NULL,True,NULL,NULL,NULL
83972,-38,-9,1,17743,"groix56",502,"groix56",0,"",235,NULL,True,NULL,NULL,NULL
84054,44,-9,5,17984,"Natars 44|-9",1,"Natars",0,"",60,NULL,False,NULL,NULL,NULL
84069,59,-9,1,18875,"Brking""s village",1676,"Brking",0,"",153,NULL,True,NULL,NULL,NULL
84329,-82,-10,2,20838,"Aldeia do Endrick",3448,"Endrick",0,"",12,NULL,True,NULL,NULL,NULL
84331,-80,-10,1,21526,"2 Hilltop",3131,"Jex",65,"FM",17,NULL,False,NULL,NULL,NULL
84332,-79,-10,1,20258,"1 Terminus",3131,"Jex",65,"FM",357,NULL,True,NULL,NULL,NULL
84338,-73,-10,2,19758,"mike""s village",2641,"mike",0,"",10,NULL,True,NULL,NULL,NULL
84343,-68,-10,3,19427,"Ab3""s village",2267,"Ab3",0,"",102,NULL,True,NULL,NULL,NULL
84353,-58,-10,2,18846,"ALPHA",1649,"ALPHA",0,"",18,NULL,True,NULL,NULL,NULL
84363,-48,-10,1,18290,"99 Základní",1072,"Jura",60,"LGFy",473,NULL,False,NULL,NULL,NULL
84368,-43,-10,5,18018,"Natars -43|-10",1,"Natars",0,"",51,NULL,False,NULL,NULL,NULL
84381,-30,-10,3,17435,"01",195,"Il trattore",14,"2ndB",286,NULL,False,NULL,NULL,NULL
84383,-28,-10,3,17334,"Vesnice: sup",130,"sup",0,"",8,NULL,True,NULL,NULL,NULL
84414,3,-10,2,20232,"02",14,"WeShallSee",14,"2ndB",315,NULL,True,NULL,NULL,NULL
84442,31,-10,2,17423,"Деревня Cenzyra",179,"Cenzyra",4,"edit",4,NULL,False,NULL,NULL,NULL
84445,34,-10,2,20963,"02",478,"Deus",5,"RNG",172,NULL,False,NULL,NULL,NULL
84449,38,-10,1,17712,"GUARATUBA",368,"TAVINHO",5,"RNG",318,NULL,True,NULL,NULL,NULL
84475,64,-10,3,19208,"Saudi""s village",2022,"Saudi",0,"",8,NULL,True,NULL,NULL,NULL
84483,72,-10,5,19653,"Natars 72|-10",1,"Natars",0,"",54,NULL,False,NULL,NULL,NULL
84491,80,-10,2,20497,"Dorf von aba",3250,"aba",0,"",8,NULL,True,NULL,NULL,NULL
84729,-83,-11,3,21082,"Okiah""s village",3546,"Okiah",0,"",19,NULL,True,NULL,NULL,NULL
84734,-78,-11,3,20101,"Happy Settlers",3018,"El Gran Athor",78,"INTI",274,NULL,True,NULL,NULL,NULL
84737,-75,-11,3,19886,"TREMBOLAND",2778,"ChargerSXP",0,"",105,NULL,True,NULL,NULL,NULL
84743,-69,-11,3,19491,"Edron",2340,"Gwendolinion",0,"",77,NULL,True,NULL,NULL,NULL
84762,-50,-11,1,18364,"MG",1143,"Miguet",60,"LGFy",424,NULL,True,NULL,NULL,NULL
84766,-46,-11,1,18183,"Arlost""s village",957,"Arlost",0,"",8,NULL,True,NULL,NULL,NULL
84768,-44,-11,1,18076,"Warkotch""s village",820,"Warkotch",60,"LGFy",496,NULL,True,NULL,NULL,NULL
84770,-42,-11,3,17975,"MimicKing""s village",700,"MimicKing",14,"2ndB",420,NULL,True,NULL,NULL,NULL
84772,-40,-11,3,17830,"قرية NAAS",557,"NAAS",85,"KOH",363,NULL,True,NULL,NULL,NULL
84838,26,-11,3,21432,"02. Balrog",2852,"Balrog",6,"LOTR",161,NULL,False,NULL,NULL,NULL
84842,30,-11,5,17378,"Natars 30|-11",1,"Natars",0,"",61,NULL,False,NULL,NULL,NULL
84845,33,-11,3,20357,"Nová vesnice",487,"lagertha",5,"RNG",231,NULL,False,NULL,NULL,NULL
84851,39,-11,2,17807,"01",478,"Deus",5,"RNG",445,NULL,True,NULL,NULL,NULL
84861,49,-11,1,18338,"Aldeia do PamWeigert",1080,"PamWeigert",0,"",27,NULL,True,NULL,NULL,NULL
84863,51,-11,1,18470,"Antares",1245,"Mugano",16,"LGF",500,NULL,False,NULL,NULL,NULL
84879,67,-11,2,19399,"00.Aldburg",2237,"harbrid",6,"LOTR",509,NULL,True,NULL,NULL,NULL
84891,79,-11,3,20282,"Aldeia do maxv4",3152,"maxv4",0,"",10,NULL,True,NULL,NULL,NULL
84896,84,-11,3,21373,"DormeSujo""s village",3667,"DormeSujo",0,"",68,NULL,True,NULL,NULL,NULL
85129,-84,-12,2,21304,"Nowotarzan""s village",3640,"Nowotarzan",0,"",85,NULL,True,NULL,NULL,NULL
85132,-81,-12,3,20644,"alma plus",3333,"alma plus",0,"",139,NULL,True,NULL,NULL,NULL
85136,-77,-12,3,20030,"cAna""s village",2941,"cAna",0,"",64,NULL,True,NULL,NULL,NULL
85149,-64,-12,1,21123,"jungle",2775,"jack",26,"DinDP",88,NULL,False,NULL,NULL,NULL
85156,-57,-12,2,18791,"Guleböj""s village",1588,"Guleböj",0,"",18,NULL,True,NULL,NULL,NULL
85183,-30,-12,2,17429,"01 Snow White",191,"INCREDIBLES",14,"2ndB",529,NULL,True,NULL,NULL,NULL
85185,-28,-12,2,17327,"The Whispers",76,"Dorro Edro",1,"CONS",460,NULL,False,NULL,NULL,NULL
85233,20,-12,3,21023,"02",95,"Flame",19,"X",177,NULL,False,NULL,NULL,NULL
85242,29,-12,3,17352,"APOKOLIPS [01]",114,"Sokka",5,"RNG",487,NULL,True,NULL,NULL,NULL
85279,66,-12,5,19297,"Natars 66|-12",1,"Natars",0,"",53,NULL,False,NULL,NULL,NULL
85281,68,-12,3,19453,"L01",2295,"LQ3",6,"LOTR",482,NULL,True,NULL,NULL,NULL
85289,76,-12,3,19966,"Aldeia do Juno Diego",2871,"Juno Diego",0,"",46,NULL,True,NULL,NULL,NULL
85422,-192,-13,2,21119,"DarkSide Of The Moon",619,"apollo11",1,"CONS",392,NULL,False,NULL,NULL,NULL
85538,-76,-13,2,19954,"Aldeia do brant",2857,"brant",0,"",17,NULL,True,NULL,NULL,NULL
85540,-74,-13,3,20764,"Kingkong",2558,"Monster",39,"Black",161,NULL,True,NULL,NULL,NULL
85541,-73,-13,3,19756,"Деревня Zt.cool",2637,"Zt.cool",0,"",121,NULL,True,NULL,NULL,NULL
85543,-71,-13,2,19601,"king Bartolo""s village",2462,"king Bartolo",65,"FM",302,NULL,True,NULL,NULL,NULL
85555,-59,-13,2,18906,"zeus",1709,"zeus",0,"",58,NULL,True,NULL,NULL,NULL
85563,-51,-13,3,18511,"The Seed",1301,"Apples",0,"",391,NULL,False,NULL,NULL,NULL
85565,-49,-13,3,18362,"1",1141,"smelly",0,"",43,NULL,True,NULL,NULL,NULL
85568,-46,-13,3,18249,"KaZ""s village",1035,"KaZ",0,"",99,NULL,True,NULL,NULL,NULL
85570,-44,-13,2,18118,"Dorf von Bierkiller",889,"Bierkiller",0,"",8,NULL,True,NULL,NULL,NULL
85576,-38,-13,1,17778,"#Undercity",534,"-TUBERCULOSO-",14,"2ndB",443,NULL,False,NULL,NULL,NULL
85583,-31,-13,1,17509,"~1~",158,"homealone",10,"Loyal",423,NULL,True,NULL,NULL,NULL
85640,26,-13,3,20622,"01. Balrog",2852,"Balrog",6,"LOTR",290,NULL,False,NULL,NULL,NULL
85644,30,-13,3,17418,"I am not Niels",162,"Kwak",19,"X",402,NULL,True,NULL,NULL,NULL
85659,45,-13,1,18156,"DEAN WINCHESTER",910,"SOBRENATURAL",5,"RNG",291,NULL,True,NULL,NULL,NULL
85661,47,-13,5,18299,"Natars 47|-13",1,"Natars",0,"",58,NULL,False,NULL,NULL,NULL
85708,94,-13,3,20249,"01 Rhovanion",1871,"Rhovanion",6,"LOTR",251,NULL,False,NULL,NULL,NULL
85936,-79,-14,3,20257,"Saltadilla",3130,"Volk4zZz",0,"",196,NULL,True,NULL,NULL,NULL
85940,-75,-14,1,19885,"Jack",2775,"jack",26,"DinDP",455,NULL,True,NULL,NULL,NULL
85943,-72,-14,1,19695,"Luffy""s village",2563,"Luffy",0,"",39,NULL,True,NULL,NULL,NULL
85950,-65,-14,2,19280,"قرية aboreem",2106,"aboreem",0,"",67,NULL,True,NULL,NULL,NULL
85958,-57,-14,3,18845,"Achluophobia",1642,"Xafobi",26,"DinDP",394,NULL,True,NULL,NULL,NULL
85972,-43,-14,2,18070,"therops""s village",846,"therops",0,"",8,NULL,True,NULL,NULL,NULL
85975,-40,-14,3,17896,"WHITE RAT",637,"WHITE RAT",26,"DinDP",367,NULL,False,NULL,NULL,NULL
85979,-36,-14,5,17742,"Natars -36|-14",1,"Natars",0,"",15,NULL,False,NULL,NULL,NULL
85983,-32,-14,1,17562,"Havana",320,"Tony Montana",10,"Loyal",330,NULL,False,NULL,NULL,NULL
85986,-29,-14,2,17428,"Naselje - Hitmacher",190,"Hitmacher",60,"LGFy",280,NULL,True,NULL,NULL,NULL
85989,-26,-14,1,17314,"Queen""s village",19,"Fibrca",14,"2ndB",462,NULL,True,NULL,NULL,NULL
86004,-11,-14,3,20351,"Pizzaria",9,"Alen&Jakobsen",14,"2ndB",283,NULL,True,NULL,NULL,NULL
86070,55,-14,3,18755,"Dorf von Moose",1554,"Moose",0,"",8,NULL,True,NULL,NULL,NULL
86078,63,-14,3,19205,"Lord of""s village",2016,"Lord of",6,"LOTR",321,NULL,True,NULL,NULL,NULL
86083,68,-14,3,19452,"Aldea de slime",2293,"slime",0,"",272,NULL,True,NULL,NULL,NULL
86086,71,-14,5,19618,"Natars 71|-14",1,"Natars",0,"",46,NULL,False,NULL,NULL,NULL
86091,76,-14,2,19965,"Ays""s village",2870,"Ays",0,"",23,NULL,True,NULL,NULL,NULL
86093,78,-14,3,20135,"CHAPA HALLS",3044,"gabrieladscs",0,"",144,NULL,True,NULL,NULL,NULL
86095,80,-14,3,20493,"-sauron-""s village",3249,"-sauron-",0,"",59,NULL,True,NULL,NULL,NULL
86098,83,-14,3,21144,"tb4117""s village",3571,"tb4117",0,"",149,NULL,True,NULL,NULL,NULL
86197,182,-14,1,20699,"▄︻┻═┳一",1064,"Totenkopf",5,"RNG",85,NULL,False,NULL,NULL,NULL
86317,-99,-15,1,20370,"00 Hyperion",496,"Midnight",10,"Loyal",251,NULL,True,NULL,NULL,NULL
86333,-83,-15,3,21078,"king Toph""s village",3545,"king Toph",0,"",8,NULL,True,NULL,NULL,NULL
86336,-80,-15,2,20427,"Mat4""s village",3220,"Mat4",0,"",275,NULL,True,NULL,NULL,NULL
86349,-67,-15,1,19426,"RAZOR",2266,"RAZOR",0,"",88,NULL,True,NULL,NULL,NULL
86361,-55,-15,3,18722,"Tech",1241,"Alison tyler",0,"",119,NULL,True,NULL,NULL,NULL
86368,-48,-15,1,18325,"Tdog’s landsby",1113,"Tdog",0,"",8,NULL,True,NULL,NULL,NULL
86378,-38,-15,2,17828,"party everyday",590,"Lalo",0,"",67,NULL,True,NULL,NULL,NULL
86381,-35,-15,1,17705,"Monk""s village",428,"Ruined Monk",0,"",329,NULL,True,NULL,NULL,NULL
86442,26,-15,1,17313,"Sersu""s village",3,"Sersu",1,"CONS",315,NULL,True,NULL,NULL,NULL
86447,31,-15,2,17474,"ASLN Köyü",111,"ASLN",0,"",177,NULL,True,NULL,NULL,NULL
86454,38,-15,2,17804,"000",563,"Merry & Pippin",6,"LOTR",435,NULL,False,NULL,NULL,NULL
86460,44,-15,5,18071,"Natars 44|-15",1,"Natars",0,"",55,NULL,False,NULL,NULL,NULL
86484,68,-15,1,21113,"Neues Dorf",2403,"Schuli",0,"",195,NULL,False,NULL,NULL,NULL
86485,69,-15,1,19550,"Schurlihausen",2403,"Schuli",0,"",473,NULL,True,NULL,NULL,NULL
86493,77,-15,1,20045,"Theo1970""s village",2959,"Theo1970",6,"LOTR",557,NULL,False,NULL,NULL,NULL
86578,162,-15,1,20837,"TED’S SUMMER HOME",2959,"Theo1970",6,"LOTR",406,NULL,True,NULL,NULL,NULL
86729,-88,-16,2,20342,"02 The Incredibles",191,"INCREDIBLES",14,"2ndB",386,NULL,False,NULL,NULL,NULL
86746,-71,-16,2,19692,"01 Hidden Leaf",2559,"Klien",14,"2ndB",261,NULL,False,NULL,NULL,NULL
86749,-68,-16,1,19488,"okan61""s village",2337,"okan61",0,"",143,NULL,True,NULL,NULL,NULL
86751,-66,-16,3,19386,"W1$H",2223,"wish",0,"",59,NULL,True,NULL,NULL,NULL
86760,-57,-16,3,18844,"KIN KI KIP",1641,"Drandom",26,"DinDP",366,NULL,True,NULL,NULL,NULL
86765,-52,-16,1,18563,"Trolling’s landsby",1356,"Trolling",0,"",8,NULL,True,NULL,NULL,NULL
86771,-46,-16,1,21037,"kelpiros2",1071,"kelpiros",26,"DinDP",153,NULL,False,NULL,NULL,NULL
86776,-41,-16,3,18010,"Lyderis",773,"igniukas",0,"",53,NULL,True,NULL,NULL,NULL
86780,-37,-16,3,17769,"dronez""s village",531,"dronez",0,"",94,NULL,True,NULL,NULL,NULL
86792,-25,-16,1,17303,"Pika""s village",61,"Pika",10,"Loyal",382,NULL,False,NULL,NULL,NULL
86845,28,-16,1,17377,"FeeD612",147,"FeeD612",87,"LFA",479,NULL,False,NULL,NULL,NULL
86853,36,-16,1,20682,"00 mas",402,"CORD",5,"RNG",167,NULL,True,NULL,NULL,NULL
87148,-70,-17,3,19597,"Eva""s village",2458,"Eva",0,"",143,NULL,True,NULL,NULL,NULL
87155,-63,-17,1,19182,"Aldea de Las Larvas",1994,"Las Larvas",0,"",45,NULL,True,NULL,NULL,NULL
87165,-53,-17,3,18687,"CAPITAL",1477,"PRETORIANO",60,"LGFy",157,NULL,True,NULL,NULL,NULL
87168,-50,-17,1,18509,"Village de mozart",1303,"mozart",60,"LGFy",291,NULL,True,NULL,NULL,NULL
87180,-38,-17,1,17895,"Amsterdam",650,"Traveller",60,"LGFy",337,NULL,True,NULL,NULL,NULL
87184,-34,-17,2,17698,"lirinah""s village",461,"lirinah",0,"",12,NULL,True,NULL,NULL,NULL
87186,-32,-17,3,17579,"1",337,"Yourk",10,"Loyal",497,NULL,True,NULL,NULL,NULL
87192,-26,-17,2,17373,"02 Ver Sinhaza",10,"verzik",14,"2ndB",422,NULL,True,NULL,NULL,NULL
87249,31,-17,5,17517,"Natars 31|-17",1,"Natars",0,"",121,NULL,False,NULL,NULL,NULL
87262,44,-17,3,20374,"قرية جديدة",363,"P0P",5,"RNG",87,NULL,False,NULL,NULL,NULL
87275,57,-17,5,18838,"Natars 57|-17",1,"Natars",0,"",48,NULL,False,NULL,NULL,NULL
87282,64,-17,1,19273,"Game_Zim 00",2096,"Game_Zim",62,"RNG*",375,NULL,True,NULL,NULL,NULL
87284,66,-17,3,19397,"Деревня Diorit",2234,"Diorit",0,"",81,NULL,True,NULL,NULL,NULL
87293,75,-17,2,19964,"Aldeia do GUARAMOR",2869,"GUARAMOR",0,"",49,NULL,True,NULL,NULL,NULL
87301,83,-17,3,21372,"DormeSuj0""s village",3666,"DormeSuj0",0,"",8,NULL,True,NULL,NULL,NULL
87496,-123,-18,1,21374,"A00",2264,"elffie",10,"Loyal",35,NULL,False,NULL,NULL,NULL
87535,-84,-18,3,21357,"00:00:00",2946,"imortalas",2,"Sword",41,NULL,False,NULL,NULL,NULL
87538,-81,-18,3,20834,"li18974098919""s village",3446,"li18974098919",0,"",8,NULL,True,NULL,NULL,NULL
87544,-75,-18,1,19951,"قرية Jackal",2853,"Jackal",75,"Esc",468,NULL,True,NULL,NULL,NULL
87573,-46,-18,1,18287,"kelpiros1",1071,"kelpiros",26,"DinDP",442,NULL,True,NULL,NULL,NULL
87577,-42,-18,1,18117,"Lady A""s village",886,"Lady A",0,"",324,NULL,True,NULL,NULL,NULL
87582,-37,-18,2,17826,"METALMUSICMAN""s vill",542,"METALMUSICMAN",14,"2ndB",551,NULL,True,NULL,NULL,NULL
87584,-35,-18,1,17741,"A",445,"THOR I",0,"",416,NULL,True,NULL,NULL,NULL
87585,-34,-18,1,21469,"B",445,"THOR I",0,"",33,NULL,False,NULL,NULL,NULL
87588,-31,-18,3,17578,"00 - START",333,"ThiagoJesus",0,"",134,NULL,True,NULL,NULL,NULL
87590,-29,-18,1,17504,"Dino""s cozy Hometown",282,"Blame Ruud",10,"Loyal",512,NULL,False,NULL,NULL,NULL
87593,-26,-18,2,20522,"01 Castle Drakan",10,"verzik",14,"2ndB",267,NULL,False,NULL,NULL,NULL
87654,35,-18,1,17710,"00",473,"Haldir",6,"LOTR",429,NULL,False,NULL,NULL,NULL
87657,38,-18,1,17857,"01 mas",402,"CORD",5,"RNG",486,NULL,False,NULL,NULL,NULL
87659,40,-18,2,20816,"King off two",728,"King_off",5,"RNG",37,NULL,False,NULL,NULL,NULL
87667,48,-18,2,18406,"Bad""s village",1181,"Bad",0,"",8,NULL,True,NULL,NULL,NULL
87671,52,-18,2,18652,"01",1443,"ProNabijac99",0,"",95,NULL,True,NULL,NULL,NULL
87678,59,-18,3,19033,"Aldea de guranzon",1832,"guranzon",0,"",8,NULL,True,NULL,NULL,NULL
87698,79,-18,1,20990,"01",1974,"Milamber",0,"",178,NULL,False,NULL,NULL,NULL
87767,148,-18,1,21492,"Aldea nueva",147,"FeeD612",87,"LFA",48,NULL,False,NULL,NULL,NULL
87833,-187,-19,3,20986,"Nova aldeia",2707,"Barba falhada",0,"",274,NULL,True,NULL,NULL,NULL
87940,-80,-19,3,20643,"alma",3332,"alma",65,"FM",278,NULL,True,NULL,NULL,NULL
87943,-77,-19,1,20100,"Aldeia do Poseidon",3017,"Poseidon",0,"",8,NULL,True,NULL,NULL,NULL
87949,-71,-19,3,19691,"Monster",2558,"Monster",39,"Black",468,NULL,False,NULL,NULL,NULL
87955,-65,-19,1,19382,"J0ker""s village",2220,"J0ker",0,"",136,NULL,True,NULL,NULL,NULL
